AgeHrs,CaptureWt,BirthWt,MotherStatus,mum_age,mum_age_sq,BirthYear,Sex,FROH_chr1,FROH_chr2,FROH_chr3,FROH_chr4,FROH_chr5,FROH_chr6,FROH_chr7,FROH_chr8,FROH_chr9,FROH_chr10,FROH_chr11,FROH_chr12,FROH_chr13,FROH_chr14,FROH_chr15,FROH_chr16,FROH_chr17,FROH_chr18,FROH_chr19,FROH_chr20,FROH_chr21,FROH_chr22,FROH_chr23,FROH_chr24,FROH_chr25,FROH_chr26,FROH_chr27,FROH_chr28,FROH_chr29,FROH_chr30,FROH_chr31,FROH_chr32,FROH_chr33,FROHsum,FROH_sum_div,Day_seq,Code_anon,MumCode_anon
36,7.80000019073486,7.26000019073486,Summer yeld,8,64,1984,2,0,0.0959511433051396,0,0,0.0647808519360477,0,0.103202614675173,0.0660178975596824,0.104502618621759,0,0,0,0.045360054821181,0.0936551183763235,0,0,0.216839058664447,0.100529221183875,0,0.0388027021702938,0.0877550178642471,0,0,0.0549671692874389,0.115605857679505,0.183145811668379,0,0.234324600643564,0.181763689466981,0.0759758071209277,0,0,0.0692938750955582,1.93247311014052,0.0585597912163795,56,C5188,M0257
96,8.39999961853027,6.95999961853027,True yeld,6,36,2003,2,0,0,0.209969262728881,0.110862655920733,0.0332865636949001,0,0,0,0.0827153101026793,0,0,0.0548195439236988,0.288633797872153,0,0,0,0,0,0.166954826567974,0,0.0675430735312582,0.104063126780235,0,0,0.0419974293870757,0.104621147384715,0,0,0,0.0298595467366581,0.140050210007715,0.084883956850677,0.102933146049285,1.62319359753864,0.0491876847738981,36,C3248,M0999
24,6.59999990463257,6.23999990463257,Milk,10,100,1982,2,0,0.274200470908092,0,0.119990701417452,0,0,0,0.0458392918398932,0.0503936738768174,0,0.342423025743222,0.031519881419606,0.0941571989523301,0.17239845417546,0,0,0.148053876966482,0,0.0588304074622664,0.0441358355440604,0.0367730027002154,0,0.130022971112491,0,0,0,0.317903003046041,0.0511605742543433,0.0608808839491742,0.0818247413516655,0,0.0495989512277966,0,2.11010694594741,0.063942634725679,50,C5537,M0733
24,6.30000019073486,5.94000019073486,Naïve,4,16,2019,1,0,0,0.114737948181753,0.204339275484473,0,0,0,0.138403138496416,0.0251514825216436,0.0710969892658299,0.0562158731020752,0,0.151498642404312,0,0.0379916775380005,0,0.0585178599630179,0.106755273715594,0.0877477145176424,0.206211588408539,0,0.256375881891719,0.0858771788733122,0,0.131546017039457,0,0.168224190997375,0,0.0445627951439708,0.142310999454906,0,0.0520457494290109,0.0407929517862077,2.18040322821526,0.066072825097432,37,C5016,M0069
7,5.90000009536743,5.79500009536743,Winter yeld,5,25,2020,1,0,0.0738312653040605,0,0.165563997145254,0,0,0,0.0560196365204015,0.105202096464967,0,0.0320031358061277,0,0.0909258872006179,0,0.0333374694487891,0,0.223564888564766,0.105612915447415,0.164259090568203,0.297077629862396,0,0,0,0.101903384810548,0.353552295346988,0.0551667427417099,0.05791340565871,0.0393155075368354,0,0,0.121482034091139,0,0,2.07673138251893,0.0629312540157251,36,C1724,M0069
96,7,5.56,Milk,6,36,2021,1,0,0,0,0,0,0,0,0.0970481568228353,0.0854767210356136,0,0,0,0,0,0,0,0.176712965663874,0.253412772764941,0.0334884845543511,0.175327669655519,0,0,0,0.0489175138949109,0,0,0.180174159750166,0,0,0.0663360972281398,0,0,0,1.11689454137035,0.0338452891324349,27,C2191,M0069
6,7.5,7.41,Milk,11,121,1978,2,0,0,0,0,0,0.0551849741268929,0,0,0.160718973908383,0,0,0.106458943478619,0,0,0,0,0.047382189973039,0,0,0.0343908789998953,0.0478905388548018,0.295650946493666,0,0,0.128189421435777,0,0.0512588305257346,0,0,0.306784179470861,0,0,0.153692115412156,1.38760199267982,0.042048545232722,41,C4470,M0707
10,6.59999990463257,6.44999990463257,Naïve,4,16,2010,1,0,0,0,0,0.129032671716869,0.136312626328916,0,0.104920809955294,0.0870514529977547,0.07520329715396,0.0426121438579822,0.240189756376873,0,0,0.378319932421943,0.417117306735327,0.0643882359674486,0.0587183981079565,0.202766171773571,0,0.203217082321882,0,0.033087218418543,0.0816584942710391,0.0498404741777964,0,0.236934135893227,0.0546086073641867,0.169526816704184,0,0.0986477439736227,0,0.0563923162105085,2.92054569272888,0.088501384628148,31,C3805,M0651
72,7.69999980926514,6.61999980926514,Naïve,4,16,2010,1,0.0607282719804604,0,0.054376120401236,0.14408480970637,0,0,0,0,0,0,0.138638507808871,0.0284991190859167,0.185752265018329,0,0.0348736038206957,0,0,0.145874299880873,0,0.0296142213881491,0.151867466393102,0,0,0.0998073487546012,0,0.0610406773919445,0.100235773126693,0.265688939851629,0,0.0619614096051452,0.146733621560664,0,0.0388246161029992,1.74860107187768,0.0529879112690206,36,C2460,M0139
72,8,6.92,Winter yeld,7,49,2013,1,0,0,0.0649970429955695,0.0515662409083516,0,0,0,0.087557632812115,0.0669753270241191,0,0.110351544749311,0.0645816585900675,0.100726576838084,0.098538002009614,0.0290926167534729,0,0.113252431962199,0.257640133650026,0.0757328219111362,0.0942957817928172,0.0834864883388256,0,0,0,0,0.118991080730337,0.0762644873881342,0.259359601231096,0.0487670969734071,0.0747333294306872,0.062639906508403,0.064838659074639,0,2.00438846167241,0.0607390442931034,38,C0704,M0139
6,8,7.91,Naïve,5,25,2017,2,0,0.0793678936616098,0.100917714179631,0.0696145394219459,0,0.0924038656178102,0,0,0.0648979279552404,0,0,0,0.117497794216151,0.043235617143434,0,0.247354337876635,0,0,0.0311246912518204,0,0.106832449320481,0,0,0,0,0.055451196671463,0.0526767739661629,0,0,0,0.19154600994405,0,0,1.25292081122643,0.037967297309892,28,C2344,M0692
7,7.69999980926514,7.59499980926514,True yeld,7,49,2019,2,0.0510036426601479,0,0.161921194466879,0.0665081262221483,0.0866232086057718,0.132082353795512,0,0.188944860221942,0.0605491352198213,0,0.134958678789596,0.0797338365991508,0,0.0750293522688245,0,0,0,0.143693464454909,0.135674881322018,0.0504627024971107,0.0500926093965081,0.0429349728229948,0.125796321738031,0,0,0.0610406773919445,0,0,0.213078906270487,0.142310999454906,0.0931745036666567,0.155815221555196,0,2.25142964942056,0.068225140891532,47,C2688,M0692
12,8.19999980926514,8.01999980926514,True yeld,9,81,2021,1,0,0.181757748686976,0.214599715944972,0,0.0294463275172547,0.119159851410819,0.0529154535362223,0,0,0,0.123429902319236,0.0331971709398913,0,0.0709406380861153,0.143803312084124,0,0,0.119759622370497,0.119463310669834,0.0635099719864793,0.100487182126119,0.0352601183876984,0.0336196399527803,0,0,0,0.0878467872106146,0,0.0981662633024556,0,0,0.0480659692081872,0.138217783512953,1.81364676925323,0.0549589930076736,22,C1969,M0692
120,5.5,3.7,Naïve,4,16,2017,1,0.112961351186229,0,0.0493467334074546,0,0.108054836257016,0,0,0,0,0.195376828892553,0.0770426978368084,0.0611640104010321,0.110233660749925,0,0.055029874201293,0.225113355008838,0,0.0510004331361262,0,0.0876416224854154,0,0.163000703308366,0,0.0685266560226918,0.0444942711324659,0,0,0.266162647433891,0.0616695708722567,0.0367851890079119,0.330364714600239,0,0,2.10396915594051,0.0637566410891064,31,C1230,M0200
4,3.5,3.44,Naïve,5,25,2001,1,0.0445849078683416,0,0.179095952399345,0,0.0259719093943718,0.186529242537149,0.280981511292786,0,0.226087078566308,0.0889769678149197,0,0,0,0.119134378803697,0.0431195294486516,0,0.0933800882693422,0.0214657970549526,0.0502961190279464,0.0803733296955375,0.220191612183146,0.244752359660196,0.0436379642925786,0.0616520285833379,0.0374569017617329,0.215001631865176,0,0.426195281969432,0.126121761956103,0.0871799166026338,0,0,0,2.90218627104768,0.0879450385165965,25,C2171,M0316
4,7.19999980926514,7.13999980926514,Winter yeld,6,36,2000,1,0.0260629598234983,0,0.0689972832437878,0.13559954763967,0.0848970528953643,0.444876235635307,0,0.15708045642467,0.154822562521357,0,0.271858401197311,0.0822589813740812,0,0,0.291978311599996,0.714978586160171,0.325945131935267,0.0236429193176128,0.0432855361614961,0.0489671211141856,0,0.387636829260517,0,0,0,0.0721905994526077,0.0482625612493502,0,0.143959163498452,0.0686436005432428,0.301708624405513,0.143244634984107,0,4.04089710043757,0.122451427285987,41,C5883,M0584
48,7.90000009536743,7.18000009536743,Summer yeld,7,49,2001,1,0.0625613264050774,0,0,0.225667593712459,0.0370506916696559,0.684972709241285,0.111887341290005,0.16913223525939,0.210661883301486,0.120916326709859,0.279203155693012,0.08345961406059,0.135781487731566,0.248659006589408,0.0530540460764253,0,0,0.139437455759587,0.0979813637017186,0.340726269730891,0,0.038284103242579,0.0971652001001067,0,0.0350087904968015,0.140264486755853,0.112051400116457,0,0.114807860075174,0,0,0,0.0912829335519827,3.63001728127137,0.11000052367489,30,C4169,M0584
4,8.10000038146973,8.04000038146973,Summer yeld,8,64,2002,2,0.0263477055556434,0,0.0911960574945136,0.107806110588543,0.0761536555750884,0,0.095886912206008,0,0.119790816480208,0,0.0288319640263531,0.17586812059145,0.102618851953812,0.0713214163354506,0,0,0.0393644497938532,0.0218942738370474,0.16599540621531,0,0,0.0642089588689067,0.0833828713271237,0,0.100456290827184,0,0,0.0989088349610334,0.053471301501082,0.272020663234983,0.0496915182592936,0.0614396603153063,0.112331474612271,2.01898731456046,0.0611814337745595,27,C2866,M0584
7,6.30000019073486,6.19500019073486,Naïve,4,16,1998,1,0,0,0.0879551412536893,0.0386979016800002,0.05511597098728,0,0.0874032518136817,0.0657400229485358,0.0518758469207094,0,0.141076578286398,0.0335200330054547,0.272761437152573,0.172994056779198,0,0.0945763303543509,0,0.142822509005117,0,0,0,0.0642089588689067,0.200243131747692,0,0.141194303995945,0.112984768905032,0.0545870403646234,0.502654255566336,0,0.0690993655694222,0.163298548530414,0,0.0938907782020328,2.64670023193739,0.0802030373314361,46,C0998,M0584
24,8.19999980926514,7.83999980926514,Summer yeld,5,25,1999,1,0.163679322242762,0.138526912838883,0,0.0461796092791475,0.0884133171723125,0.447050296062564,0,0,0.231050864980681,0,0.0814828205873842,0.0311981987771042,0.0794152847031306,0.222621690076131,0.218509662315899,0,0,0.0923809109216497,0.02968766250547,0.429715405507862,0,0,0.0971652001001067,0.150372684556745,0.333377987852866,0.140264486755853,0.224553241173675,0,0.17853918061503,0.147339565919486,0,0,0.115994569569418,3.68751887451416,0.111742996197399,38,C0115,M0584
96,9.60000038146973,8.16000038146973,True yeld,5,25,2007,1,0.029400344045787,0,0,0.0585916895227727,0.021006012414453,0.0521024400870997,0,0,0.0731347511939084,0,0.0862927623098834,0.0365237936558574,0.117860246473354,0.030616339005661,0,0.144429752893975,0,0,0.0955747530915638,0,0.0605768922864829,0,0.136436683596926,0.0383802160846512,0.158631167349592,0,0.0745184319781943,0.181764127183953,0,0,0.137651364753788,0,0,1.5334917679279,0.0464694475129667,60,C3991,M0028
12,7.30000019073486,7.12000019073486,True yeld,7,49,2009,1,0.0287711741269968,0.152341730273671,0.111039253461781,0.208117595647239,0,0,0,0,0.0865482208405117,0.103561341724097,0.0827036521920986,0.16858517319083,0.0736775102932769,0.0551336275305612,0.0956975203564706,0.135925295266593,0,0.240977611493791,0.122720804534605,0.0891563332326464,0.155084359433834,0,0,0,0.0439928722306439,0.0556621321700995,0,0.0507848274548603,0.130495698835553,0.0592606601694802,0,0.0750377803729828,0.0364587808685865,2.36173395570121,0.0715676956273094,26,C5838,M0028
100,7.90000009536743,6.40000009536743,Summer yeld,5,25,2015,2,0.0625613264050774,0,0.0803097340181899,0.121526611373656,0.0604068936281153,0,0,0.05316434740898,0.0267125712481979,0.114695824535772,0,0.0629471481435426,0,0.117130237007772,0.121265299931381,0.0588053619757426,0.0471863463275482,0.0219777444759242,0.123447196250177,0.130562005468061,0.104240459610092,0.302469574624298,0,0.170573204645997,0,0,0,0.0559151292015718,0,0.0358511990184079,0.239406583425832,0.0858431067996554,0.0833957361362403,2.28039364166023,0.0691028376260676,36,C0232,M0049
6,7.09999990463257,7.00999990463257,Milk,6,36,2016,2,0.0290609215778412,0.0901982643772106,0,0.113412928928397,0.0282140291491152,0,0,0.0851081311271545,0,0,0.072052054288755,0.0675098062280874,0,0,0.0410573920914973,0.132896883448651,0.150525121623468,0.131375748869304,0.123888622716162,0,0.125996842287268,0.0309384976234178,0,0.115338737602051,0.0874594023498342,0.105667885047333,0.158008962379687,0.131413263666256,0.0398697731043377,0,0,0,0.0426910307379819,1.90268429922381,0.0576570999764791,42,C3618,M0049
24,5.30000019073486,4.94000019073486,Naïve,4,16,1993,1,0.146956110995243,0,0,0.0650541898464483,0.0281957961289807,0.0483123917895403,0.0538225357292995,0.17660820424969,0.0292694430119452,0,0,0.0771818849373452,0,0.114497585845822,0.0945056456276343,0.119966499691384,0.184072079190976,0.202884452043045,0,0.0300759301658715,0.0716959977974383,0.422540768128659,0.116421640498993,0,0.054900282939002,0.0843989389266433,0,0.147348725207046,0,0.0410711738006318,0,0,0.0342178773062563,2.34399815385789,0.0710302470866028,40,C0693,M0156
12,5.30000019073486,5.12000019073486,Milk,5,25,1994,1,0.0288502858185354,0.163850773296932,0,0,0.038296896704353,0.0925218682411408,0.129670128106078,0.198999123517114,0.0963470168363633,0,0.121704693764781,0,0,0.123742537491857,0.111751961734491,0,0,0,0,0.0203293558564758,0.104240459610092,0,0,0.0685266560226918,0,0,0,0.0403544200922864,0.0567926102354928,0,0.0796079520059841,0.0524500967688319,0.0761433580221514,1.60418019412565,0.0486115210341106,38,C3283,M0156
20,6.80000019073486,6.50000019073486,Milk,6,36,1995,1,0.172756415172199,0.189316053326568,0,0.15399686303764,0.038296896704353,0.132082353795512,0.119380197647389,0,0.0380638070523862,0.119189211395723,0.026299804645445,0.217365571283495,0.125081165543931,0.124917044476207,0.0334965440030651,0,0.243932796751765,0.045433343848662,0,0.0222187211638226,0,0.251488588225083,0.0339688132501589,0.0688014372786757,0,0,0,0.0685007048592945,0.043685777543958,0.0545187943385088,0,0,0,2.32279090534384,0.0703876031922376,45,C0502,M0156
46,6.40000009536743,5.71000009536743,Milk,7,49,1996,2,0.15999914417272,0,0,0.0712622883997855,0.0336317443752246,0.0493545104130372,0.126571425999153,0,0.064050352197347,0.0556975367137752,0.0393726036490322,0.0270037905557738,0.207250838008046,0.05565938895913,0.0872159413120165,0.345561592287307,0.338496753172704,0.2761506979773,0.0414935059041637,0,0.0481779586868972,0.0624675138197782,0.127143597905657,0.206483251586107,0.058760408271458,0.0869083453759097,0.101234043873692,0.0638606886734698,0,0,0.499716693228867,0,0.354388076854031,3.58791269237238,0.108724627041587,35,C4999,M0156
16,7.09999990463257,6.85999990463257,Milk,8,64,1997,2,0,0.260109797769816,0,0.0449778634964591,0.179915391068895,0.622888207751738,0,0.57527998659106,0.0738972048272994,0.0823781733222217,0.0625076860010809,0.0367669846940972,0,0.196070511454577,0,0,0.248934086802428,0.190411411735544,0.0573787704580206,0,0,0.0733189565465995,0.356272134228874,0.0416800903102015,0,0.231213285908479,0,0.614928157457423,0.390246185375727,0.032052836166847,0,0.190220966507497,0.128063334684764,4.68951202315965,0.142106424944232,42,C0234,M0156
5,7.80000019073486,7.72500019073486,Milk,9,81,1998,2,0,0,0,0.0473175509581817,0.15269621545876,0,0,0.279596801712782,0.330420892906479,0,0.0625076860010809,0.207004789467136,0,0.361379296734991,0.424175767280311,0.0805984651987465,0,0.0546285991892662,0.159638347476,0.303012976343256,0,0.0563735918500703,0.308266443129948,0,0.0455890287424741,0.231213285908479,0,0,0,0,0,0.339470583534799,0.0412145047814414,3.4851048266742,0.105609237171946,40,C1562,M0156
10,6.30000019073486,6.15000019073486,Milk,10,100,1999,2,0.209832424912528,0.532018972608943,0,0.305292278365114,0.621067750889956,0,0,0.0812389300606518,0,0.0823781733222217,0.0625076860010809,0.166776228072514,0,0.281528038728321,0.0650552571888181,0,0.500821611966408,0.273309181869665,0.086431225611559,0.0961803079953952,0.0346298249517144,0.116715245796192,0.0793238043282392,0.378988776775239,0.230752041669951,0.231213285908479,0,0,0,0.1316108464141,0,0.339470583534799,0.448466769435889,5.35560924640778,0.162291189285084,38,C1209,M0156
3,5.5,5.455,Naïve,5,25,2020,1,0.105393630028443,0.10920337090437,0,0,0.187361015891342,0,0,0,0.0533601343471372,0.0693276621523951,0,0.0364752174178957,0.0897658182942318,0.0506904433694086,0.0581504761151867,0,0.130346079681422,0.15532527052124,0,0,0,0.0322755744332435,0.137568678168094,0,0.0516420674764933,0,0,0,0.112213193491485,0,0,0.102793666612335,0,1.48189229890472,0.0449058272395371,22,C0498,M0966
4,6.90000009536743,6.84000009536743,Naïve,3,9,2020,1,0,0,0,0.0459221089511077,0.10497953352766,0,0,0.069878318535409,0,0,0,0.154819616888007,0,0,0.0585730354937874,0,0.0919377489233748,0.0393523273165378,0.0233311335543476,0.0823273914211854,0.0931185867608066,0.101115309689053,0,0,0,0.111534839846518,0,0,0,0.0978353005848424,0,0,0,1.07472525149264,0.0325674318634132,23,C0752,M0943
4,6,5.94,Milk,4,16,2021,2,0.0850582721362484,0,0,0.0459221089511077,0.0259603625570379,0,0,0.278871681127931,0,0,0.0314125817103199,0.100079044333883,0,0,0.0940653357595381,0,0,0.0261042138638943,0,0.111571172953372,0,0,0,0,0,0.0775034260768875,0,0.132635683724547,0,0.207354606188553,0.0456787488273945,0,0.0329583870375637,1.29517562524828,0.0392477462196448,27,C4204,M0943
12,6.30000019073486,6.12000019073486,Naïve,4,16,2021,2,0.101020296270014,0,0.106215026272897,0.0515662409083516,0,0,0,0.0827920365474421,0.0723569318322615,0.170352243298913,0.160833853512816,0.194260773457448,0.117003398807369,0,0.0524323540370928,0.162347200069617,0,0,0,0.0325041602997021,0,0,0,0,0,0,0,0.153148283213588,0,0.131285026509803,0,0,0.121014452741286,1.7091322777786,0.0517918872054121,46,C4895,M0767
72,8.19999980926514,7.11999980926514,Naïve,3,9,2004,2,0.140078536443569,0.0538202090436606,0,0.0627405855488506,0.0289735750627614,0,0.0539609443724366,0.18128305495448,0.0844463787804214,0.0539223817181092,0.0700886795661494,0.199964913163428,0.122266881716131,0,0.0549353642641048,0,0.0641830327692541,0.0922739924913795,0.207655977784679,0.10488272837582,0.0986560906582912,0,0.225883803778543,0,0,0,0.148693592618671,0,0.208298149535053,0.113544472056091,0.189310569075393,0,0,2.55986391377728,0.0775716337508266,46,C0751,M0512
18,8.30000019073486,8.03000019073486,True yeld,5,25,2006,2,0,0,0,0.0447619973099282,0.121644773660245,0,0,0.0844317948094581,0,0.145314101154606,0,0,0.0529851303268722,0,0.0847488675936601,0,0,0.0365604101654008,0.0311205832221031,0,0.0429774950343348,0,0.219057758566795,0,0.0419974293870757,0,0,0.0675896462739455,0,0.192837273138103,0,0,0,1.16602726064253,0.0353341594134099,28,C1374,M0512
36,7.90000009536743,7.36000009536743,Milk,6,36,2007,2,0,0,0,0.0489882118063486,0.025400519046664,0,0,0,0.114717720134221,0.0919733600151116,0,0,0.0897658182942318,0,0.206790313255136,0,0.107002786595498,0.0785608590049478,0.0898305463796772,0.143419804847987,0.104359586936299,0,0.031001493470711,0.0681125364742065,0.0375208962052047,0,0,0,0,0,0.160974834854628,0.0850966886171696,0.0317688131213806,1.51528478905942,0.0459177208805886,24,C5385,M0512
168,8.89999961853027,6.37999961853027,Milk,9,81,1983,2,0,0,0,0,0,0,0,0.174267475141256,0.0305042697540176,0.130228959740236,0.0886314564672694,0.352028798072847,0,0.0341718363214706,0.145999008330822,0.333506845690659,0,0,0.0515789967817973,0,0.0309798734118817,0.0576407792911557,0,0.220184310494303,0.0633077044059471,0.145312739026149,0,0,0.0434128025027694,0,0,0.0750377803729828,0.055111482922559,2.03190511872812,0.0615728823857007,40,C5916,M0794
5,6.09999990463257,6.02499990463257,Naïve,4,16,2010,2,0,0,0.317778949977439,0.180988704666137,0,0.0882906120310792,0,0,0.135608904120544,0,0.0358388758324449,0,0.0481989732098873,0,0,0,0,0.261786806780936,0,0.064431026753232,0.0344014895899381,0.0372766363439604,0,0.0351638889875907,0.0486485480733153,0,0.0573237558367055,0.276608871462107,0,0,0.260822309594377,0,0.242080000141194,2.12524835340089,0.0644014652545723,37,C4443,M0539
24,5.80000019073486,5.44000019073486,True yeld,6,36,2012,2,0.0631949847877305,0,0.357255258987848,0,0.0464656607669501,0,0,0,0.0379547705323063,0,0.174426756141637,0.0946423238144597,0,0,0,0.251751117280687,0,0,0.0512526906834706,0,0.0517519461905797,0,0.0756015714927488,0.177694508333037,0.105893158470339,0,0,0.08036969855626,0,0,0,0,0.245492513176446,1.8137469592145,0.0549620290671061,28,C5358,M0539
72,6.90000009536743,5.82000009536743,Winter yeld,7,49,2013,1,0,0.174415733961085,0.15306385849559,0.133563518832685,0.104948262080021,0,0,0,0.164902607849344,0,0.119638320938392,0.0709936520352339,0.0679873146697854,0,0,0,0.0531684683216487,0.0230735331563816,0.064777045372146,0.024413531899446,0,0,0,0,0.0517304480506547,0,0,0.2148100824749,0.115465807558822,0.113524831212296,0.212759578696186,0.0798393499934163,0,1.94307594559803,0.0588810892605465,25,C2786,M0539
4,6.5,6.44,Winter yeld,8,64,2014,1,0.0314675131225172,0,0.24624964385708,0,0.113840373166474,0.0545386021241051,0,0,0.0421586642679969,0,0.0965065020651865,0.0662299622893469,0,0.248659006589408,0,0.0795970909054971,0.0441184263435169,0.0255231475380117,0.0257841483987087,0.0320791705354375,0.0448329774148893,0.0422992591249336,0.0387552601002344,0,0.0615553151048097,0.0600483385684549,0,0,0,0.0453654882601236,0.195831301276396,0,0.180409818746962,1.77585000980009,0.0538136366606088,36,C4885,M0539
50,8.5,7.75,Milk,9,81,2015,1,0,0,0.124308116012678,0.0978881219918169,0.0925747498540208,0,0,0,0.0229654388225514,0.192183418409057,0,0.0658336261650888,0,0.435637102952307,0,0,0.0396612044788395,0.119863972595742,0.0851897755569713,0,0.107058772072563,0.130402903940545,0,0,0,0,0.156655996517499,0,0,0.0743481809527528,0.0460716987628648,0.19278510029158,0.149734340552392,2.13316251992927,0.0646412884827051,38,C2132,M0539
6,5.90000009536743,5.81000009536743,Milk,10,100,2016,1,0,0,0.0491186050135793,0.229237088542814,0.051131866856298,0,0,0,0.297517755914678,0.0939920666922042,0,0,0.0473576295223349,0,0.164754222271544,0,0,0.166748280723892,0.0257841483987087,0.056991648194756,0.0814544833163102,0,0,0,0.0670908414286072,0,0.0432553971303409,0.0408861894422327,0,0.29698284155932,0.233085597905437,0.0689242308488859,0.0845803304348177,2.09889322419676,0.0636028249756594,33,C2588,M0539
12,6.5,6.32,Winter yeld,11,121,2017,2,0.18454687508114,0,0.338286838649422,0,0.0203857261083951,0,0,0,0.150418777612571,0,0.0411306794058419,0.161463946681202,0,0,0.081313972602146,0,0.0396612044788395,0.19534014702775,0.0244706818908106,0,0.0745280391331829,0,0,0.0790831233194849,0.0913366021518651,0,0.0457767813722427,0,0.0571940976287354,0,0.0460716987628648,0.20809730770643,0.112215544071759,1.95132204368468,0.059130971020748,36,C2579,M0539
15,4.19999980926514,3.97499980926514,Winter yeld,12,144,2018,1,0,0,0,0.116541715751409,0.0260477727093231,0,0,0.0498116814170097,0.09878109947983,0,0.0562153501707473,0.205728233919813,0.132253674515628,0.0943019296804526,0,0,0,0.11386552822829,0.0973513239558798,0.0726718376923958,0,0,0.0560593954617923,0,0,0,0.0651282418998675,0.0438912160811178,0.118944878771792,0.279266440819005,0.0581154810601539,0.0735163615271461,0,1.75849216314165,0.0532876413073229,37,C2248,M0539
18,7.19999980926514,6.92999980926514,Winter yeld,13,169,2019,1,0.10854436057525,0,0.0625379001858164,0,0,0.354780364772379,0,0,0.110455480377004,0,0.0260042225542664,0.0599854269287093,0,0.194799561213788,0.0427604405516402,0,0,0.0649729632812278,0.0581795149059598,0.0375310322671151,0,0,0,0,0,0.156206826546321,0,0,0,0.048461780855377,0.161219914243784,0,0.111492856580962,1.5979326458396,0.0484222013890788,52,C1403,M0539
7,6.80000019073486,6.69500019073486,Milk,14,196,2020,2,0,0,0.0713203510380934,0.0390957099377583,0.0793842024156429,0,0,0.0755231807414006,0,0,0.169942726527339,0.197217267229389,0,0,0,0,0.244698435826634,0.111037544891409,0,0,0,0,0,0,0.0371163454774639,0.199814135966338,0,0.0680056339025163,0,0.108538574350385,0.126961745320517,0,0.0470482843893653,1.57570413801425,0.0477486102428561,35,C2751,M0539
5,6,5.925,True yeld,6,36,1981,1,0.111422200570248,0.0780884684958741,0.0612098395430128,0.0371662831534764,0,0,0,0,0,0.173183930581279,0.0632753298227146,0,0,0.166075299829206,0,0,0,0.209728297027621,0.11090529467275,0.0377855038997047,0.0401681434769325,0,0.258389691722948,0,0.197878576539074,0,0,0.170706972792585,0.112082203112628,0,0.142994497830863,0.0530930207171871,0.0637148375963903,2.08786839138449,0.0632687391328635,62,C0484,M0649
240,8.80000019073486,5.20000019073486,Summer yeld,9,81,1984,2,0.259046760574992,0.379095630003438,0.0509683909787331,0.039758015736018,0.136627492660523,0.0670432926705191,0,0.133670974806436,0,0.286559013547907,0.0294170370271308,0.289538616395018,0.0460229988426883,0.156834694128339,0,0.124128513944552,0.0435193534955824,0.0468707196997029,0.1332278070534,0.125095839285923,0.191856763143069,0,0.0873795289218655,0,0.230037699342517,0,0,0.450581255470675,0.134682952467933,0.0606159712009776,0,0.291860708783498,0,3.79444003018144,0.114983031217619,44,C5030,M0649
4,6.80000019073486,6.74000019073486,Summer yeld,11,121,1981,2,0,0,0,0.0670935499666432,0.0327351873705146,0.152655160285772,0,0.110624619069298,0.0402869435830336,0,0.0422965548015521,0.187201556614551,0.426584706457246,0,0.0765141170195337,0,0,0.145707557380598,0,0.0228992539753689,0,0.0340314050441044,0.205377094580091,0,0.310674374838003,0.455320483460883,0.0419908144148913,0.085101600558002,0.18406135355972,0.0310158738622087,0.107078558339389,0,0.102108546587033,2.86135931176844,0.0867078579323769,74,C4005,M0913
14,11.3999996185303,11.1899996185303,Summer yeld,13,169,1981,1,0,0,0,0,0.0203346706836798,0,0,0.17660820424969,0.19436286477143,0.0556975367137752,0.0664489225808594,0.0756687051395069,0,0,0.0494197316119615,0,0,0,0.0235766947218462,0,0.033664287430566,0,0,0,0,0,0,0.210208737881199,0.101837867787797,0,0.0569590166576044,0,0.461930772977847,1.52671801320776,0.046264182218417,47,C3098,M0041
72,8.80000019073486,7.72000019073486,True yeld,5,25,1976,2,0.0590298211526287,0.207583138144555,0.167368044068899,0.039125429906697,0.0637958607022196,0.0835283633038073,0,0.139916941059466,0.0532038340864074,0.184713902447133,0.0465983525319662,0.0441759804356503,0,0,0.10702830259781,0.1009949963531,0.102767089513533,0,0.300309843581775,0.0775094382232896,0.231334030423063,0.0559601379928311,0.195359169447569,0,0,0,0.0699183697472828,0.358364470386953,0,0.0764568859812242,0.0949945910701488,0,0,2.86003699315801,0.0866677876714548,35,C4543,M0954
96,7.69999980926514,6.25999980926514,True yeld,8,64,1979,1,0,0,0,0.180038611229348,0,0,0.0608120097338301,0,0,0,0,0.0979140333922855,0,0,0,0,0.0427978687637638,0,0.0505240582244166,0,0,0,0,0,0,0,0.0747625319071375,0.0805890965282869,0,0,0,0,0.0398717855622858,0.627309995341354,0.0190093937982228,43,C1867,M0954
10,6.59999990463257,6.44999990463257,Summer yeld,11,121,1982,2,0,0,0.166954985414588,0,0.0609191324074501,0,0,0,0.293557727040597,0,0,0,0,0,0.0293094361676517,0,0.0594086926607521,0.119291199266273,0.0344054002612724,0.135796391303606,0.146584270106309,0,0,0,0,0.0839356888124007,0.0584504472029121,0,0,0,0,0,0,1.18861337064381,0.0360185869892064,59,C4939,M0954
